Champion,counters champ,champ counters
tristana,"('Nilah', 45)","('Ziggs', 56)"
tristana,"('Draven', 47)","('Kalista', 55)"
tristana,"('Corki', 48)","('Varus', 55)"
tristana,"('Miss Fortune', 48)","('Jhin', 53)"
tristana,"('Zeri', 49)","('Ashe', 52)"
twitch,"('Nilah', 39)","('Ziggs', 55)"
twitch,"(""Kog'Maw"", 45)","('Smolder', 55)"
twitch,"('Zeri', 48)","('Kalista', 53)"
twitch,"('Vayne', 48)","('Sivir', 53)"
twitch,"('Lucian', 48)","('Varus', 53)"
volibear,"('Quinn', 40)","('Irelia', 57)"
volibear,"('Kayle', 42)","('Tahm Kench', 56)"
volibear,"('Teemo', 42)","('Gwen', 53)"
volibear,"('Vladimir', 42)","('Ambessa', 53)"
volibear,"('Jax', 44)","('Trundle', 53)"
zyra,"('Leona', 46)","('Pyke', 56)"
zyra,"('Yuumi', 47)","('Brand', 54)"
zyra,"('Blitzcrank', 47)","('Sona', 53)"
zyra,"(""Vel'Koz"", 47)","('Bard', 53)"
zyra,"('Tahm Kench', 48)","('Maokai', 53)"
corki,"('Nilah', 46)","('Kalista', 54)"
corki,"('Jinx', 47)","('Samira', 53)"
corki,"('Sivir', 48)","('Draven', 52)"
corki,"('Vayne', 48)","('Tristana', 52)"
corki,"('Caitlyn', 49)","('Smolder', 52)"
morgana,"('Zilean', 44)","('Tahm Kench', 55)"
morgana,"('Elise', 44)","('Blitzcrank', 55)"
morgana,"('Karma', 44)","('Pyke', 55)"
morgana,"('Yuumi', 45)","('Leona', 54)"
morgana,"('Xerath', 46)","('Mel', 54)"
rell,"('Janna', 44)","('Mel', 56)"
rell,"('Brand', 45)","('Xerath', 55)"
rell,"('Nami', 46)","('Blitzcrank', 55)"
rell,"('Braum', 46)","('Nautilus', 55)"
rell,"('Sona', 47)","('Pantheon', 53)"
senna,"('Maokai', 46)","('Mel', 58)"
senna,"('Blitzcrank', 46)","('Pantheon', 54)"
senna,"(""Vel'Koz"", 47)","('Nautilus', 53)"
senna,"('Thresh', 47)","('Braum', 53)"
senna,"('Nami', 48)","('Tahm Kench', 53)"
zac,"('Jarvan IV', 45)","('Rengar', 55)"
zac,"('Lillia', 45)","('Pantheon', 55)"
zac,"('Gwen', 45)","('Karthus', 55)"
zac,"('Shaco', 45)","('Nunu & Willump', 54)"
zac,"('Xin Zhao', 46)","('Elise', 52)"
alistar,"('Janna', 43)","('Mel', 56)"
alistar,"('Brand', 46)","('Seraphine', 56)"
alistar,"('Lulu', 46)","('Renata Glasc', 55)"
alistar,"('Milio', 46)","('Pyke', 55)"
alistar,"('Soraka', 47)","('Nautilus', 53)"
camille,"('Dr. Mundo', 42)","('Jayce', 57)"
camille,"('Mordekaiser', 43)","('Garen', 55)"
camille,"('Malphite', 45)","('Ambessa', 55)"
camille,"('Yorick', 46)","('Renekton', 53)"
camille,"('Urgot', 46)","('Illaoi', 53)"
draven,"('Ziggs', 46)","('Kalista', 57)"
draven,"('Varus', 47)","(""Kai'Sa"", 53)"
draven,"(""Kog'Maw"", 47)","('Tristana', 53)"
draven,"('Corki', 48)","('Samira', 52)"
draven,"('Jinx', 48)","('Ezreal', 52)"
gnar,"('Irelia', 45)","('Trundle', 58)"
gnar,"('Malphite', 45)","(""K'Sante"", 57)"
gnar,"('Yorick', 45)","('Tahm Kench', 56)"
gnar,"('Shen', 46)","('Volibear', 56)"
gnar,"('Ornn', 46)","('Gwen', 55)"
gwen,"('Warwick', 42)","(""Cho'Gath"", 56)"
gwen,"('Garen', 43)","('Yorick', 56)"
gwen,"('Gnar', 45)","('Tahm Kench', 54)"
gwen,"('Sett', 45)","(""K'Sante"", 54)"
gwen,"('Riven', 46)","('Sion', 54)"
lillia,"('Jarvan IV', 44)","('Rammus', 57)"
lillia,"('Master Yi', 45)","('Skarner', 57)"
lillia,"('Fiddlesticks', 46)","('Karthus', 57)"
lillia,"('Talon', 47)","('Wukong', 56)"
lillia,"('Warwick', 47)","('Zac', 55)"
nasus,"('Garen', 46)","('Dr. Mundo', 59)"
nasus,"('Urgot', 47)","('Warwick', 59)"
nasus,"('Sett', 47)","('Irelia', 57)"
nasus,"('Gangplank', 47)","('Tryndamere', 56)"
nasus,"('Aatrox', 48)","('Rumble', 55)"
orianna,"('Xerath', 42)","('Mel', 57)"
orianna,"(""Cho'Gath"", 43)","('Vladimir', 56)"
orianna,"('Taliyah', 43)","('Zoe', 54)"
orianna,"('Ryze', 44)","('Lissandra', 53)"
orianna,"('Diana', 45)","('Akshan', 53)"
rakan,"(""Vel'Koz"", 45)","('Tahm Kench', 55)"
rakan,"('Nami', 45)","('Mel', 55)"
rakan,"('Zilean', 45)","('Pyke', 55)"
rakan,"('Janna', 46)","('Blitzcrank', 54)"
rakan,"('Sona', 46)","('Braum', 53)"
shen,"('Olaf', 42)","('Rumble', 56)"
shen,"('Illaoi', 44)","('Malphite', 55)"
shen,"('Singed', 44)","(""K'Sante"", 55)"
shen,"('Aatrox', 46)","('Jax', 55)"
shen,"('Riven', 46)","('Gnar', 54)"
zeri,"('Vayne', 45)","('Twitch', 52)"
zeri,"(""Kog'Maw"", 47)","(""Kai'Sa"", 52)"
zeri,"('Nilah', 47)","('Samira', 51)"
zeri,"('Kalista', 48)","('Ezreal', 51)"
zeri,"('Jinx', 48)","('Smolder', 51)"
akshan,"(""Cho'Gath"", 39)","('Mel', 55)"
akshan,"('Yasuo', 43)","('Xerath', 55)"
akshan,"('Malzahar', 46)","('Ekko', 54)"
akshan,"('Veigar', 46)","('Irelia', 53)"
akshan,"('Vladimir', 46)","('Yone', 53)"
dr-mundo,"('Fiora', 41)","('Camille', 58)"
dr-mundo,"('Nasus', 41)","('Malphite', 57)"
dr-mundo,"('Yone', 43)","('Sion', 56)"
dr-mundo,"('Warwick', 44)","('Jax', 56)"
dr-mundo,"('Riven', 45)","('Renekton', 55)"
fiora,"('Urgot', 42)","('Dr. Mundo', 59)"
fiora,"('Tryndamere', 43)","(""K'Sante"", 56)"
fiora,"('Malphite', 43)","(""Cho'Gath"", 56)"
fiora,"('Sett', 44)","('Volibear', 55)"
fiora,"('Trundle', 45)","('Sion', 54)"
fizz,"('Ryze', 41)","('Mel', 58)"
fizz,"(""Cho'Gath"", 42)","('Aurora', 55)"
fizz,"('Vladimir', 44)","('Xerath', 54)"
fizz,"('Anivia', 44)","('Viktor', 54)"
fizz,"('Diana', 44)","('Hwei', 54)"
karthus,"('Sejuani', 41)","('Elise', 54)"
karthus,"('Lillia', 43)","('Wukong', 54)"
karthus,"('Master Yi', 44)","('Zyra', 54)"
karthus,"('Kindred', 45)","('Graves', 53)"
karthus,"('Jarvan IV', 45)","('Vi', 52)"
kindred,"('Zyra', 45)","('Karthus', 55)"
kindred,"('Briar', 46)","('Sejuani', 54)"
kindred,"('Fiddlesticks', 47)","('Ekko', 53)"
kindred,"('Elise', 47)","('Wukong', 52)"
kindred,"('Nunu & Willump', 48)","('Zac', 52)"
lissandra,"('Xerath', 45)","('Diana', 55)"
lissandra,"('Syndra', 45)","('Akali', 55)"
lissandra,"('Hwei', 46)","('Yasuo', 54)"
lissandra,"('Malzahar', 46)","('Zed', 54)"
lissandra,"('Veigar', 46)","('Vex', 54)"
maokai,"('Braum', 43)","('Mel', 57)"
maokai,"('Zyra', 47)","('Leona', 57)"
maokai,"('Yuumi', 48)","('Pyke', 55)"
maokai,"('Thresh', 48)","('Pantheon', 55)"
maokai,"('Rakan', 48)","('Senna', 54)"
neeko,"('Bard', 41)","('Rakan', 54)"
neeko,"('Soraka', 45)","('Rell', 53)"
neeko,"('Lulu', 46)","('Braum', 52)"
neeko,"('Nami', 46)","('Elise', 51)"
neeko,"('Blitzcrank', 47)","('Senna', 51)"
trundle,"('Gnar', 42)","('Fiora', 55)"
trundle,"('Malphite', 44)","('Dr. Mundo', 55)"
trundle,"('Warwick', 44)","('Yorick', 54)"
trundle,"('Kayle', 44)","('Ambessa', 54)"
trundle,"('Teemo', 44)","('Mordekaiser', 53)"
tryndamere,"('Warwick', 40)","('Fiora', 57)"
tryndamere,"('Nasus', 44)","('Yorick', 54)"
tryndamere,"('Malphite', 44)","('Jayce', 54)"
tryndamere,"('Darius', 45)","('Illaoi', 53)"
tryndamere,"('Gnar', 46)","('Riven', 53)"
udyr,"('Talon', 45)","('Hecarim', 56)"
udyr,"('Volibear', 46)","('Sejuani', 56)"
udyr,"('Nunu & Willump', 46)","('Vi', 55)"
udyr,"('Briar', 46)","('Skarner', 54)"
udyr,"('Ekko', 46)","('Shaco', 54)"
zoe,"('Galio', 44)","('Zed', 56)"
zoe,"('Malzahar', 46)","('Vladimir', 54)"
zoe,"('Orianna', 46)","('Sylas', 53)"
zoe,"('Akali', 47)","('Yone', 53)"
zoe,"('Vex', 47)","('Fizz', 52)"
belveth,"('Master Yi', 45)","('Pantheon', 59)"
belveth,"('Elise', 46)","('Graves', 55)"
belveth,"('Wukong', 46)","('Ekko', 54)"
belveth,"('Warwick', 46)","('Diana', 53)"
belveth,"('Vi', 47)","('Viego', 53)"
qiyana,"('Malzahar', 43)","('Zed', 56)"
qiyana,"('Syndra', 45)","('Mel', 55)"
qiyana,"('Vladimir', 47)","('Hwei', 54)"
qiyana,"('Diana', 48)","('Lux', 53)"
qiyana,"('Viktor', 48)","('Yone', 52)"
rammus,"('Lillia', 43)","('Briar', 56)"
rammus,"('Warwick', 45)","('Graves', 55)"
rammus,"('Vi', 49)","('Kayn', 55)"
rammus,"('Diana', 49)","('Xin Zhao', 53)"
rammus,"('Lee Sin', 49)","('Viego', 53)"
renata-glasc,"('Nami', 44)","('Pantheon', 58)"
renata-glasc,"('Alistar', 45)","('Blitzcrank', 55)"
renata-glasc,"('Milio', 47)","('Braum', 54)"
renata-glasc,"('Lux', 47)","('Leona', 53)"
renata-glasc,"('Soraka', 47)","('Rakan', 53)"
shyvana,"('Nocturne', 46)","('Shaco', 58)"
shyvana,"('Warwick', 47)","('Pantheon', 56)"
shyvana,"('Master Yi', 48)","('Vi', 54)"
shyvana,"('Kayn', 49)","('Graves', 53)"
shyvana,"(""Kha'Zix"", 49)","('Jarvan IV', 53)"
ziggs,"('Tristana', 44)","('Ashe', 54)"
ziggs,"('Twitch', 45)","('Caitlyn', 54)"
ziggs,"('Miss Fortune', 47)","('Draven', 54)"
ziggs,"('Vayne', 47)","('Lucian', 53)"
ziggs,"('Ezreal', 50)","(""Kai'Sa"", 53)"
reksai,"('Nocturne', 47)","('Vi', 53)"
reksai,"('Graves', 47)","('Shaco', 52)"
reksai,"('Kayn', 48)","('Viego', 52)"
reksai,"('Jarvan IV', 49)","('Lee Sin', 52)"
reksai,"('Master Yi', 50)","('Diana', 52)"
lee-sin,"('Yorick', 44)","('Talon', 54)"
lee-sin,"('Trundle', 46)","('Nidalee', 53)"
lee-sin,"('Taliyah', 46)","(""Bel'Veth"", 52)"
lee-sin,"('Amumu', 46)","('Zed', 52)"
lee-sin,"('Warwick', 47)","('Gragas', 52)"
jhin,"(""Kog'Maw"", 46)","('Smolder', 53)"
jhin,"('Nilah', 47)","('Kalista', 52)"
jhin,"('Vayne', 47)","('Ezreal', 52)"
jhin,"('Jinx', 47)","('Varus', 51)"
jhin,"('Tristana', 47)","('Caitlyn', 51)"
viego,"('Warwick', 46)","('Ivern', 56)"
viego,"('Yorick', 46)","('Kindred', 52)"
viego,"('Amumu', 46)","('Taliyah', 52)"
viego,"('Rammus', 47)","('Nidalee', 52)"
viego,"('Briar', 47)","('Skarner', 52)"
lux,"('Sona', 42)","('Renata Glasc', 53)"
lux,"('Pantheon', 43)","('Brand', 52)"
lux,"('Xerath', 45)","('Mel', 51)"
lux,"('Shaco', 45)","('Poppy', 51)"
lux,"('Nami', 46)","('Leona', 51)"
sylas,"('Anivia', 43)","('Zed', 55)"
sylas,"('Swain', 44)","('Xerath', 53)"
sylas,"('Vex', 45)","('Mel', 53)"
sylas,"('Cassiopeia', 45)","('Azir', 52)"
sylas,"('Galio', 45)","('Fizz', 52)"
nautilus,"('Taric', 41)","('Mel', 57)"
nautilus,"('Swain', 45)","('Blitzcrank', 55)"
nautilus,"('Braum', 45)","('Pantheon', 53)"
nautilus,"('Rell', 45)","('Lux', 52)"
nautilus,"('Brand', 47)","('Pyke', 52)"
varus,"('Nilah', 42)","('Draven', 53)"
varus,"('Tristana', 45)","('Aphelios', 51)"
varus,"('Xayah', 46)","(""Kai'Sa"", 51)"
varus,"(""Kog'Maw"", 46)","('Kalista', 51)"
varus,"('Jinx', 47)","('Ashe', 50)"
akali,"('Lux', 43)","('Azir', 55)"
akali,"('Galio', 44)","('Yone', 54)"
akali,"('Naafiri', 45)","('Zoe', 53)"
akali,"('Lissandra', 45)","('Xerath', 53)"
akali,"(""Cho'Gath"", 46)","('Ekko', 52)"
ambessa,"('Quinn', 42)","(""K'Sante"", 54)"
ambessa,"('Illaoi', 42)","('Sion', 53)"
ambessa,"('Warwick', 43)","('Yone', 53)"
ambessa,"('Olaf', 44)","('Tahm Kench', 52)"
ambessa,"('Teemo', 44)","('Singed', 52)"
gragas,"('Warwick', 43)","('Renekton', 55)"
gragas,"('Teemo', 43)","('Sett', 54)"
gragas,"(""Cho'Gath"", 45)","('Kennen', 54)"
gragas,"('Sion', 45)","('Pantheon', 54)"
gragas,"('Yorick', 46)","('Gangplank', 54)"
jax,"('Vladimir', 42)","('Volibear', 56)"
jax,"('Poppy', 42)","('Yone', 56)"
jax,"('Garen', 43)","('Rumble', 55)"
jax,"('Kled', 43)","('Trundle', 55)"
jax,"('Dr. Mundo', 44)","('Irelia', 54)"
katarina,"(""Cho'Gath"", 42)","('Azir', 55)"
katarina,"('Anivia', 42)","('Taliyah', 55)"
katarina,"('Annie', 43)","('Mel', 54)"
katarina,"('Diana', 45)","('Yone', 54)"
katarina,"('Vladimir', 45)","('Orianna', 54)"
lucian,"('Nilah', 45)","('Aphelios', 52)"
lucian,"('Miss Fortune', 46)","('Smolder', 52)"
lucian,"('Xayah', 47)","('Kalista', 52)"
lucian,"('Ziggs', 47)","('Twitch', 52)"
lucian,"('Ashe', 48)","(""Kai'Sa"", 51)"
aphelios,"('Miss Fortune', 47)","('Kalista', 58)"
aphelios,"('Samira', 47)","('Smolder', 53)"
aphelios,"('Lucian', 48)","(""Kai'Sa"", 52)"
aphelios,"('Ashe', 48)","('Xayah', 52)"
aphelios,"('Nilah', 48)","('Zeri', 52)"
khazix,"('Diana', 44)","('Zyra', 55)"
khazix,"('Wukong', 45)","('Elise', 55)"
khazix,"('Warwick', 45)","('Skarner', 54)"
khazix,"('Volibear', 45)","('Zed', 53)"
khazix,"('Nocturne', 45)","('Nidalee', 53)"
leblanc,"('Malzahar', 41)","('Ekko', 55)"
leblanc,"('Vex', 42)","('Azir', 55)"
leblanc,"('Anivia', 42)","('Zed', 53)"
leblanc,"('Diana', 44)","('Veigar', 53)"
leblanc,"(""Cho'Gath"", 45)","('Xerath', 53)"
renekton,"('Teemo', 42)","('Yone', 57)"
renekton,"('Kennen', 42)","('Vladimir', 53)"
renekton,"('Kayle', 44)","('Warwick', 53)"
renekton,"(""Cho'Gath"", 45)","('Ambessa', 53)"
renekton,"('Gragas', 45)","('Tryndamere', 53)"
talon,"('Warwick', 39)","('Nidalee', 60)"
talon,"('Amumu', 43)","('Udyr', 55)"
talon,"('Zyra', 44)","('Zed', 55)"
talon,"('Pantheon', 44)","('Skarner', 53)"
talon,"('Elise', 45)","('Lillia', 53)"
gangplank,"('Olaf', 42)","('Rumble', 55)"
gangplank,"('Ornn', 43)","('Jayce', 55)"
gangplank,"('Quinn', 44)","('Jax', 54)"
gangplank,"('Irelia', 45)","('Camille', 54)"
gangplank,"(""Cho'Gath"", 46)","('Gnar', 53)"
hecarim,"('Fiddlesticks', 44)","('Rengar', 57)"
hecarim,"('Zyra', 44)","('Zed', 55)"
hecarim,"('Udyr', 44)","('Gragas', 53)"
hecarim,"('Nocturne', 46)","('Skarner', 53)"
hecarim,"('Evelynn', 46)","('Xin Zhao', 52)"
samira,"('Nilah', 41)","(""Kai'Sa"", 53)"
samira,"('Jinx', 45)","('Smolder', 53)"
samira,"(""Kog'Maw"", 45)","('Aphelios', 53)"
samira,"('Xayah', 45)","('Ezreal', 52)"
samira,"('Vayne', 46)","('Kalista', 52)"
sejuani,"('Nocturne', 44)","('Karthus', 59)"
sejuani,"('Udyr', 44)","('Nidalee', 56)"
sejuani,"('Skarner', 45)","('Hecarim', 54)"
sejuani,"('Kindred', 46)","('Ekko', 53)"
sejuani,"('Rengar', 47)","('Master Yi', 52)"
seraphine,"('Zilean', 43)","('Mel', 54)"
seraphine,"('Alistar', 44)","('Brand', 54)"
seraphine,"(""Vel'Koz"", 45)","('Leona', 52)"
seraphine,"('Yuumi', 45)","('Tahm Kench', 52)"
seraphine,"('Sona', 45)","('Rell', 52)"
tahm-kench,"('Janna', 44)","('Mel', 58)"
tahm-kench,"('Rakan', 45)","('Zyra', 52)"
tahm-kench,"('Morgana', 45)","('Blitzcrank', 52)"
tahm-kench,"('Milio', 45)","('Brand', 51)"
tahm-kench,"('Braum', 46)","('Lux', 51)"
brand,"('Karma', 44)","('Braum', 56)"
brand,"('Elise', 45)","('Mel', 55)"
brand,"('Nami', 46)","('Janna', 55)"
brand,"('Milio', 46)","('Rell', 55)"
brand,"('Soraka', 46)","('Swain', 54)"
evelynn,"('Xin Zhao', 44)","('Nidalee', 55)"
evelynn,"('Volibear', 44)","('Hecarim', 54)"
evelynn,"('Nocturne', 45)","('Graves', 54)"
evelynn,"('Amumu', 46)","('Zac', 53)"
evelynn,"('Master Yi', 46)","('Shaco', 52)"
twisted-fate,"('Irelia', 43)","('Orianna', 53)"
twisted-fate,"('Anivia', 44)","('Zoe', 53)"
twisted-fate,"('Aurelion Sol', 45)","('Talon', 52)"
twisted-fate,"('Aurora', 47)","('Akali', 52)"
twisted-fate,"('Syndra', 48)","('Vex', 52)"
ivern,"('Viego', 44)","('Graves', 53)"
ivern,"('Jarvan IV', 45)","('Vi', 52)"
ivern,"('Master Yi', 46)","('Lee Sin', 51)"
ivern,"('Diana', 46)","('Kayn', 51)"
ivern,"('Nocturne', 49)","('Nocturne', 49)"
ezreal,"(""Kog'Maw"", 45)","('Aphelios', 51)"
ezreal,"('Sivir', 45)","('Ziggs', 50)"
ezreal,"('Vayne', 45)","('Varus', 50)"
ezreal,"('Nilah', 45)","('Smolder', 50)"
ezreal,"('Kalista', 47)","('Caitlyn', 50)"
kaisa,"(""Kog'Maw"", 43)","('Ezreal', 51)"
kaisa,"('Nilah', 44)","('Jhin', 50)"
kaisa,"('Vayne', 45)","('Kalista', 50)"
kaisa,"('Jinx', 46)","('Smolder', 50)"
kaisa,"('Draven', 47)","('Twitch', 49)"
yone,"('Ekko', 41)","('Aurelion Sol', 57)"
yone,"('Vex', 42)","('Kassadin', 57)"
yone,"('Cassiopeia', 42)","(""Vel'Koz"", 55)"
yone,"(""Cho'Gath"", 44)","('Azir', 52)"
yone,"('Diana', 45)","('Twisted Fate', 52)"
zed,"('Anivia', 44)","('Mel', 54)"
zed,"('Vex', 44)","('Naafiri', 53)"
zed,"('Qiyana', 44)","('Syndra', 52)"
zed,"(""Cho'Gath"", 44)","('Twisted Fate', 52)"
zed,"('Zoe', 44)","('Aurora', 51)"
jayce,"('Kled', 41)","('Illaoi', 53)"
jayce,"('Camille', 43)","('Mordekaiser', 52)"
jayce,"('Tahm Kench', 45)","('Kennen', 51)"
jayce,"('Irelia', 45)","('Volibear', 51)"
jayce,"('Sett', 45)","(""K'Sante"", 51)"
pyke,"('Zilean', 43)","(""Vel'Koz"", 56)"
pyke,"('Poppy', 44)","('Mel', 54)"
pyke,"('Zyra', 44)","('Shaco', 52)"
pyke,"('Maokai', 45)","('Tahm Kench', 51)"
pyke,"('Elise', 45)","('Karma', 50)"
blitzcrank,"('Taric', 42)","('Senna', 54)"
blitzcrank,"('Leona', 44)","('Neeko', 53)"
blitzcrank,"('Braum', 45)","('Zyra', 53)"
blitzcrank,"('Swain', 45)","('Pyke', 52)"
blitzcrank,"('Nautilus', 45)","('Lux', 52)"
ksante,"('Kayle', 41)","('Rumble', 53)"
ksante,"('Singed', 41)","('Irelia', 52)"
ksante,"('Poppy', 41)","('Mordekaiser', 52)"
ksante,"('Vladimir', 42)","('Yone', 52)"
ksante,"('Gnar', 43)","('Gangplank', 52)"
azir,"('Vex', 42)","('Mel', 53)"
azir,"('Malzahar', 42)","('Yasuo', 52)"
azir,"('Xerath', 42)","('Talon', 50)"
azir,"('Diana', 43)","('Fizz', 50)"
azir,"('Taliyah', 45)","('Twisted Fate', 50)"
rengar,"('Volibear', 42)","('Nidalee', 56)"
rengar,"('Nunu & Willump', 42)","('Sejuani', 53)"
rengar,"('Nocturne', 42)","(""Kha'Zix"", 53)"
rengar,"('Hecarim', 43)","('Talon', 53)"
rengar,"('Vi', 44)","('Shaco', 51)"
rumble,"('Sion', 41)","('Renekton', 54)"
rumble,"('Warwick', 42)","('Camille', 53)"
rumble,"('Sett', 44)","('Gragas', 52)"
rumble,"('Shen', 44)","('Jayce', 52)"
rumble,"('Mordekaiser', 44)","(""Cho'Gath"", 52)"
illaoi,"('Mordekaiser', 39)","('Ambessa', 58)"
illaoi,"('Kayle', 42)","('Shen', 56)"
illaoi,"('Yorick', 43)","('Jax', 56)"
illaoi,"('Garen', 46)","('Gragas', 53)"
illaoi,"('Aatrox', 46)","('Gnar', 53)"
smolder,"('Sivir', 44)","('Nilah', 55)"
smolder,"('Twitch', 45)","('Kalista', 53)"
smolder,"('Miss Fortune', 46)","('Varus', 52)"
smolder,"('Jinx', 46)","(""Kai'Sa"", 50)"
smolder,"('Jhin', 47)","('Ezreal', 50)"
nidalee,"('Talon', 40)","('Karthus', 54)"
nidalee,"('Briar', 42)","('Hecarim', 51)"
nidalee,"('Amumu', 43)","('Skarner', 50)"
nidalee,"('Warwick', 43)","('Kindred', 49)"
nidalee,"('Pantheon', 43)","('Fiddlesticks', 49)"
skarner,"('Warwick', 42)","('Sejuani', 55)"
skarner,"('Kayn', 42)","('Rengar', 52)"
skarner,"('Elise', 42)","('Kindred', 51)"
skarner,"('Amumu', 43)","('Graves', 51)"
skarner,"('Lillia', 43)","('Vi', 50)"
kalista,"('Aphelios', 42)","('Ezreal', 53)"
kalista,"('Miss Fortune', 43)","('Zeri', 52)"
kalista,"('Jinx', 43)","(""Kai'Sa"", 50)"
kalista,"('Draven', 43)","('Varus', 49)"
kalista,"('Sivir', 44)","('Ashe', 49)"
mel,"('Veigar', 40)","('Vex', 53)"
mel,"('Xerath', 42)","('LeBlanc', 52)"
mel,"('Annie', 42)","('Zoe', 52)"
mel,"(""Cho'Gath"", 42)","('Twisted Fate', 52)"
mel,"('Anivia', 42)","('Lux', 49)"
